1,502.5315,214.5219,19.8235,42.7550,0.55145329
2,528.2848,223.8841,23.5682,49.6629,0.98921549
3,563.1982,231.4733,25.5086,59.6067,0.99840409
4,366.9236,222.2348,23.8265,52.8768,0.14983374
5,551.7399,224.5102,24.3181,54.2858,0.58155799
8,370.8906,200.7245,19.9917,44.5418,0.10925303
9,382.9964,212.2579,20.3513,47.4827,0.36970595
13,458.8616,210.9579,21.6391,48.1067,0.46495843
13,470.6106,209.5998,22.7089,53.4247,0.35009408
13,23.2817,205.8270,25.3326,54.8759,0.23555478
14,490.0769,219.1507,20.3903,41.8200,0.94218206
14,24.0203,212.0951,22.6465,45.6779,0.43916392
15,531.0388,218.2539,22.9988,50.5880,0.37843394
15,428.2918,211.9838,19.1332,39.8365,0.11006317
16,574.1516,225.4734,26.0400,58.4864,0.94485724
16,443.4200,220.8310,20.8500,45.9111,0.22703941
17,458.7625,206.7620,20.0208,42.4807,0.60741949
17,444.0764,207.3325,19.5998,41.5081,0.44782823
18,467.4646,218.6295,19.6278,40.6985,0.92948353
18,451.8533,219.1496,20.2278,41.9682,0.80511683
18,70.9082,211.1883,21.8991,46.9543,0.11514358
19,484.1925,217.5213,20.1791,44.8885,0.98880869
19,465.3555,218.9727,20.9540,43.9135,0.97047275
19,472.5730,217.1041,24.1317,46.9763,0.30160177
20,489.7157,221.2333,22.6977,49.6953,0.99865139
20,514.8884,220.7481,22.8258,50.1991,0.99501228
20,386.5659,219.4782,22.5610,49.4375,0.73539430
20,505.9949,221.1015,22.8268,47.5522,0.32568759
21,542.3318,215.3912,27.7045,59.8186,0.99972576
21,573.3689,213.9880,27.1619,60.8582,0.99958086
21,417.0897,212.6224,23.8789,58.4444,0.60689509
21,65.4725,206.2237,23.1855,48.4327,0.15327966
22,453.5836,214.6260,22.5570,47.8362,0.98157734
22,515.4606,220.2263,21.7137,49.2607,0.13545993
22,38.0140,203.7827,22.9365,50.1396,0.13192946
22,442.4638,214.2814,25.5015,40.6007,0.12933759
23,520.6446,209.9630,28.4999,70.2140,0.99864638
23,479.9298,214.7691,23.8339,49.3997,0.50191033
23,482.9787,215.3767,31.9366,70.8267,0.19400361
23,12.9987,205.1097,23.3519,47.3803,0.15966721
24,546.6021,215.6058,24.0661,59.1564,0.99674010
24,572.9036,213.6863,27.4808,63.9356,0.96012211
24,497.6617,219.8652,23.2316,46.4378,0.83943331
24,559.6517,212.6043,26.5170,63.3691,0.17984462
24,608.7316,194.7838,24.1496,56.3015,0.14137207
25,548.2805,220.2759,27.6105,49.4756,0.37818959
25,326.8820,214.5321,18.6758,35.6735,0.16719794
26,314.3850,216.2964,19.1302,34.8290,0.44082755
26,14.6094,220.0588,24.0643,49.6681,0.18633176
27,291.0827,217.9462,23.9912,44.3407,0.96875274
28,247.9535,212.4348,26.7011,56.0647,0.99742103
29,187.6162,212.2574,33.4303,70.5621,0.99679655
30,87.5842,216.0745,42.0456,84.4414,0.99451214
30,67.1045,209.7264,21.4107,44.5583,0.12158479
30,356.6998,197.0480,19.0816,40.4159,0.11073804
31,468.3302,172.4538,25.8588,61.3184,0.49387842
32,37.2828,214.7475,26.9691,55.8684,0.29347736
32,19.0085,212.8129,37.4592,59.4397,0.25351018
32,474.1522,182.9067,31.6836,63.2048,0.17345662
33,432.8115,208.4730,21.3010,52.2649,0.49924025
34,464.3561,209.7638,23.6462,53.4273,0.51154244
34,364.7973,209.5276,17.8416,35.6188,0.27498528
35,557.3138,216.4003,25.9380,60.3487,0.99925411
35,526.7679,216.6630,26.6742,59.2182,0.98498344
35,373.9218,210.3223,19.8185,40.6950,0.71036041
36,395.3211,214.1455,21.9534,44.1078,0.99269211
36,337.7603,218.6875,25.5738,46.7178,0.22730142
37,433.7871,216.2984,24.6813,55.6864,0.99984288
38,506.2637,224.0984,33.9937,81.1292,0.99807632
38,596.3677,217.9374,22.6556,49.5052,0.38929200
38,492.3274,222.5294,18.6524,38.4773,0.21182457
39,351.8330,218.9364,25.0028,40.8000,0.21164371
40,472.6473,217.9278,33.8175,82.0481,0.23371570
40,159.6902,214.8935,21.3251,39.6729,0.11676502
41,120.6456,216.6835,21.8961,40.5902,0.81588089
42,61.9365,210.6482,29.6098,53.7258,0.97281027
43,7.7411,225.4417,28.3004,59.2364,0.43433750
45,446.2137,201.9699,23.2231,53.4830,0.99214321
45,593.0048,193.3878,31.0659,65.1356,0.27017000
45,414.2354,214.6354,25.2519,56.2201,0.10523141
46,496.3677,215.2532,22.3939,54.8328,0.99923372
46,472.7657,217.7423,28.7885,69.9827,0.97090006
47,589.0203,220.4409,30.5479,70.4848,0.14906313
50,576.0427,208.5126,27.7200,54.5913,0.11701337
54,483.0940,215.5047,21.0076,38.5554,0.24737930
55,550.7350,217.1314,23.8587,52.4880,0.98591232
55,389.9982,215.5076,22.2896,43.4996,0.96284747
55,569.3360,218.8970,22.4297,51.0952,0.95212138
55,371.7979,210.2488,19.1356,42.1154,0.29878712
55,382.1355,214.7651,21.3185,41.5976,0.12873766
56,420.0154,218.4991,21.8228,50.5400,0.99806583
56,397.3113,216.0685,22.4975,55.4845,0.95789903
57,490.6244,224.9742,27.8095,73.9233,0.99697161
57,457.5461,219.5931,30.1132,77.8089,0.99483114
57,434.5710,211.6400,19.4537,41.5494,0.58041579
57,14.7828,212.2569,24.6838,50.9033,0.11414123
58,471.1850,210.7605,21.9415,44.9512,0.98749208
59,529.7258,208.0038,26.0564,58.7531,0.99903655
59,334.5936,207.6502,30.0114,53.0351,0.15103529
60,424.2709,195.4981,21.3359,50.4666,0.98982120
61,463.0478,197.5301,27.4232,64.2070,0.99728489
62,521.5893,197.8034,36.9755,85.3546,0.99834973
63,609.9519,156.0183,34.2019,107.8778,0.39335030
63,361.7088,152.0108,20.4030,44.3430,0.31825009
63,311.8118,158.7008,26.5916,41.9300,0.10551106
64,374.0310,209.5268,21.4006,45.9285,0.22053050
67,551.5219,186.7035,24.8071,52.9450,0.75807494
67,394.5660,211.9805,20.5615,41.1104,0.27290976
67,377.7688,213.2154,21.9441,47.0385,0.24050575
67,424.7623,209.1111,20.7351,35.8658,0.15569697
68,565.0701,188.2814,28.2813,64.4155,0.97452700
68,366.7336,215.6194,21.9562,46.8376,0.92187393
68,313.0214,216.8021,21.4409,40.3382,0.47482654
68,231.9531,217.3015,23.6041,44.0962,0.23798797
68,355.1565,215.7901,24.3471,44.9018,0.13060628
68,345.8406,215.8512,23.8535,48.5974,0.11132755
69,336.4671,211.5681,25.8863,52.3738,0.99900264
69,391.1490,212.4625,24.5764,53.1568,0.99582517
69,312.9712,211.9539,23.9776,50.1791,0.15698749
69,364.4869,213.6408,34.0140,75.9441,0.14015931
69,247.1739,216.2834,25.4819,39.0811,0.11527608
70,389.7665,212.0209,22.8722,53.2711,0.99136102
70,438.9304,208.5473,24.4041,52.6665,0.82421350
70,417.1710,212.0738,22.8663,52.8596,0.78217387
70,399.5098,212.5786,21.9825,50.6840,0.27254325
70,364.0477,220.5685,20.8073,46.7718,0.14848569
70,425.9302,211.5228,24.1496,50.9827,0.13959196
70,432.9564,210.6111,39.9200,78.3857,0.11307177
71,457.9932,214.7078,23.9795,59.1748,0.99133241
71,481.5567,212.5278,23.6179,55.1239,0.94378507
71,63.4915,215.8309,23.8246,44.8985,0.10487676
72,511.0630,215.1199,24.7955,56.3269,0.99648631
72,487.7838,225.3479,24.0234,53.0542,0.46882948
72,353.8696,221.6523,25.2310,41.4542,0.11236710
73,532.1058,219.9534,30.3314,63.3407,0.95012796
74,574.2844,230.4596,24.6358,59.4282,0.98020393
74,598.9711,228.8212,25.4692,54.9422,0.32708913
74,555.4070,228.3450,23.2646,56.7837,0.26176721
75,517.4971,226.9204,27.0103,59.9769,0.98730266
75,538.2321,230.1873,25.0076,57.4452,0.96922517
75,585.6277,226.7614,23.9276,48.5338,0.58555353
76,548.0531,222.1933,26.9785,62.4544,0.99765176
76,501.9001,223.3238,27.1540,58.8002,0.99257171
76,528.0746,229.0450,24.7476,57.3503,0.95872873
76,602.0913,216.3665,27.3417,62.9753,0.13438347
77,586.4330,229.2660,29.5848,72.3812,0.99580824
78,581.7560,231.6947,37.3715,98.7137,0.99893349
78,462.5686,224.4058,18.8542,39.6729,0.28314468
79,477.1706,218.1141,21.8061,43.1201,0.92507505
80,509.2300,212.7398,23.6381,50.8775,0.99204969
80,92.3885,205.2292,29.5050,43.7546,0.22371620
81,576.8597,218.6057,25.6315,55.3049,0.82852054
82,407.0803,210.3521,21.2649,41.9448,0.13887727
83,120.1642,196.5919,30.3150,43.4088,0.18983170
83,314.1223,200.4408,24.8863,48.0972,0.11331610
84,113.9727,238.8592,23.9805,46.1052,0.38626111
85,438.8623,211.1147,22.3632,64.3151,0.45317033
85,468.3847,211.6164,21.0641,51.7979,0.31286827
85,457.2885,211.0790,22.0906,56.1101,0.13853933
86,477.0779,209.0502,25.9954,62.7003,0.99861693
86,504.5394,209.4011,24.7330,62.8012,0.98522997
86,46.5486,211.0652,26.0193,47.4122,0.16755641
87,549.0547,207.3792,38.9595,88.5220,0.99932390
87,584.8132,204.8443,41.2994,90.0084,0.99871808
87,563.1576,211.5756,43.0854,79.8361,0.33673519
89,401.3777,211.9429,23.3624,59.7672,0.63141406
89,79.9092,216.0517,26.8053,53.6216,0.13964686
91,468.9911,220.6894,21.1934,54.1012,0.94211221
91,498.8671,220.2937,21.0672,45.9612,0.27589035
91,489.6298,220.9332,21.1076,49.5439,0.14765562
92,511.9142,217.5854,28.3449,61.4031,0.99898815
92,545.2683,215.6916,23.1055,48.5337,0.93356091
92,408.4389,220.3766,21.4510,51.4071,0.15748432
93,578.6808,220.6660,32.2930,75.5239,0.99846983
93,605.8094,221.7157,23.4600,57.6733,0.93183148
93,547.1909,222.3136,22.2724,47.7742,0.39105332
93,522.0370,214.1812,36.8777,91.6736,0.28726426
94,540.5848,219.4855,27.3699,66.3045,0.98590541
94,559.2947,217.7332,26.9568,67.4949,0.98377323
94,590.9019,218.1638,26.6989,56.3281,0.35507920
95,549.9582,216.0063,32.2213,79.3149,0.99837261
95,578.0132,215.4204,32.4974,82.4196,0.99730349
95,608.9761,221.9119,24.8840,53.1432,0.98915040
95,563.3503,217.3044,35.6434,84.5449,0.17637357
95,118.8492,144.8486,23.4365,43.0156,0.16565707
95,272.5854,183.2383,21.9665,47.9106,0.16337609
96,588.0354,218.5283,27.1830,58.5017,0.99897039
96,516.3950,211.3781,35.9847,96.1895,0.99690831
96,544.2272,210.9861,37.0052,92.2472,0.99584579
96,263.8061,205.7600,24.7574,50.2506,0.62848425
96,298.2483,205.9300,20.7301,45.3802,0.40940377
96,197.7949,183.3092,23.5984,53.2794,0.25060236
96,279.3245,204.3544,23.1050,48.8221,0.23866138
96,531.3088,214.9496,33.4532,87.2521,0.13470177
97,527.0068,219.0014,26.0205,58.1101,0.99862283
97,443.3124,211.2709,38.0168,104.1528,0.99829602
97,469.9592,215.0860,37.6733,98.9619,0.99716234
97,217.8770,212.4953,23.4236,52.9521,0.46658504
97,198.3543,212.8545,25.0050,56.2083,0.45879486
97,176.7905,217.5129,26.0789,54.0951,0.36230469
97,97.8835,190.4536,28.0086,54.6100,0.13913944
98,388.7291,212.8280,41.7303,104.9482,0.99952155
98,353.6514,214.4553,41.6820,101.2773,0.99896812
98,469.3797,221.8688,26.9711,59.6396,0.99456590
98,218.2798,223.4931,22.5173,54.7658,0.71692955
98,99.4780,215.8750,30.8048,65.8141,0.46910909
98,146.1683,219.1062,28.6057,62.7110,0.46673396
98,7.4044,194.4086,27.7297,68.9930,0.42269558
98,115.7258,216.7343,29.8586,60.5680,0.41752768
98,134.0911,216.2832,29.9082,61.0325,0.20428687
99,423.5348,223.4113,25.8353,55.4593,0.99964976
99,323.3455,212.5881,43.5247,105.2339,0.99931777
99,289.9154,214.4655,40.4698,104.6027,0.99911797
99,585.7116,228.1799,42.5866,111.5821,0.99867475
99,64.2213,214.0483,34.4899,73.2540,0.93665659
99,50.2246,213.4007,34.0730,74.4036,0.80354786
99,102.7535,214.9396,31.1748,70.1680,0.50416875
99,164.9362,219.9116,26.4056,60.3574,0.11353163
100,406.2057,222.5981,26.8323,53.8203,0.99942827
100,534.2380,228.4861,46.4744,110.8965,0.99920887
100,257.5728,211.1187,39.8709,102.9974,0.99876875
100,290.1765,211.9579,37.2687,101.5607,0.99853563
100,56.1755,212.4614,38.7701,80.4191,0.96902227
100,108.5263,215.1830,32.0820,74.0451,0.25397053
100,142.4337,223.2880,28.0505,60.1602,0.14198858
101,406.3011,220.5657,27.6130,58.2244,0.99985516
101,269.5796,211.2125,37.2700,96.4545,0.99915028
101,504.3697,226.3577,38.8234,100.7066,0.99901569
101,239.8347,216.4807,37.1932,91.4285,0.99451411
101,71.4004,212.8815,38.3587,83.9663,0.96343040
101,125.4368,219.6865,31.9443,69.8996,0.94857770
101,86.7335,212.9051,35.6089,75.7146,0.90824050
101,467.7597,212.1547,24.1647,54.4353,0.37272152
101,143.6432,225.8562,26.1016,59.1551,0.25790784
102,535.5130,239.1316,68.0372,181.2034,0.99919462
102,478.1876,225.4156,38.4232,90.3475,0.99761868
102,422.7359,219.4316,24.1855,52.9479,0.99309015
102,248.5690,215.7861,34.8760,86.6512,0.98874444
102,95.0898,211.8227,43.1260,85.2581,0.97380495
102,223.0804,218.2045,32.2971,82.1449,0.93733609
102,148.0868,217.9005,32.1490,78.0866,0.54198265
102,457.6277,212.8690,22.3029,53.2537,0.39050174
102,236.3381,216.8482,32.1047,81.2908,0.10105902
103,470.6475,236.7793,61.0028,158.8888,0.99952269
103,162.1564,216.1436,36.1729,85.5575,0.99391365
103,122.9754,212.8528,41.0303,88.3381,0.99307775
103,218.9388,219.7482,31.7856,80.2924,0.99050665
103,443.0007,222.2711,35.7807,87.1981,0.98989141
103,102.7564,219.6178,43.4978,89.2941,0.98740554
103,199.4727,217.8846,28.1983,80.2108,0.94925535
103,433.6421,219.0497,21.0664,48.5971,0.34990808
104,408.1557,237.0570,56.8454,152.2414,0.99941093
